primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
Toma del Gurugu	Toma del Gurugu	0	1909	\N	\N	\N
Tragedia torera	Tragedia torera	0	1909	\N	14	Short
Tragic Love	Tragic Love	0	1909	\N	15	Drama,Short
A Trap for Santa Claus	A Trap for Santa Claus	0	1909	\N	16	Drama,Short
The Treacherous Policeman	The Treacherous Policeman	0	1909	\N	\N	Crime,Short
The Trick That Failed	The Trick That Failed	0	1909	\N	7	Drama,Short
A Troublesome Satchel	A Troublesome Satchel	0	1909	\N	2	Comedy,Short
Trying to Get Arrested	Trying to Get Arrested	0	1909	\N	4	Comedy,Short
Twin Brothers	Twin Brothers	0	1909	\N	5	Comedy,Short
Two Memories	Two Memories	0	1909	\N	3	Drama,Short
Two Women and a Man	Two Women and a Man	0	1909	\N	11	Drama,Short
Two of the Boys	Two of the Boys	0	1909	\N	\N	\N
La vida en el campamento	La vida en el campamento	0	1909	\N	\N	\N
Viernes de dolores	Viernes de dolores	0	1909	\N	\N	\N
The Violin Maker of Cremona	The Violin Maker of Cremona	0	1909	\N	10	Drama,Short
The Voice of the Violin	The Voice of the Violin	0	1909	\N	16	Short
Wanted, a Child	Wanted, a Child	0	1909	\N	3	Drama,Short
Was Justice Served?	Was Justice Served?	0	1909	\N	10	Drama,Short
Washington Under the American Flag	Washington Under the American Flag	0	1909	\N	\N	Drama,Short
The Way of Man	The Way of Man	0	1909	\N	11	Drama,Short
We Must Do Our Best	We Must Do Our Best	0	1909	\N	10	Comedy,Short
The Welcome Burglar	The Welcome Burglar	0	1909	\N	13	Drama,Short
What Drink Did	What Drink Did	0	1909	\N	12	Drama,Short
What's Your Hurry?	What's Your Hurry?	0	1909	\N	4	Short
When Thieves Fall Out	When Thieves Fall Out	0	1909	\N	\N	Crime,Drama,Short
The Winning Coat	The Winning Coat	0	1909	\N	8	Drama,Short
With Her Card	With Her Card	0	1909	\N	11	Drama,Short
Within an Ace	Within an Ace	0	1909	\N	\N	Drama,Short,War
A Woman's Vanity	A Woman's Vanity	0	1909	\N	\N	Drama,Short
The Wooden Leg	The Wooden Leg	0	1909	\N	3	Comedy,Short
A Wreath in Time	A Wreath in Time	0	1909	\N	9	Comedy,Short
The Wrong Coat	The Wrong Coat	0	1909	\N	\N	Crime,Drama,Short
Abraham Lincoln's Clemency	Abraham Lincoln's Clemency	0	1910	\N	\N	\N
Across the Plains	Across the Plains	0	1910	\N	\N	Short,Western
An Affair of Hearts	An Affair of Hearts	0	1910	\N	\N	Comedy,Short
The Affair of an Egg	The Affair of an Egg	0	1910	\N	\N	Comedy,Short
The Woman Always Pays	Afgrunden	0	1910	\N	38	Drama,Short
Alice's Adventures in Wonderland	Alice's Adventures in Wonderland	0	1910	\N	10	Adventure,Comedy,Drama
All on Account of the Milk	All on Account of the Milk	0	1910	\N	\N	Comedy,Short
Almost	Almost	0	1910	\N	\N	Comedy,Short
L'aluminite	L'aluminite	0	1910	\N	\N	\N
Amateur Night	Amateur Night	0	1910	\N	\N	Comedy,Short
Ambrosius	Ambrosius	0	1910	\N	\N	Biography,Short
Amleto	Amleto	0	1910	\N	\N	Drama
Amor gitano	Amor gitano	0	1910	\N	\N	\N
The Angel of the Studio	The Angel of the Studio	0	1912	\N	\N	Drama,Romance,Short
Ansigttyven I	Ansigttyven I	0	1910	\N	\N	Crime
Ansigttyven II	Ansigttyven II	0	1910	\N	\N	\N
Cleopatra	Cléopâtre	0	1910	\N	\N	Drama,History,Romance
An Arcadian Maid	An Arcadian Maid	0	1910	\N	16	Drama,Short
Arms and the Woman	Arms and the Woman	0	1910	\N	\N	Drama,Short
As It Is in Life	As It Is in Life	0	1910	\N	16	Drama,Short
As the Bells Rang Out!	As the Bells Rang Out!	0	1910	\N	8	Drama,Short
The Red Inn	L'auberge rouge	0	1910	\N	\N	\N
Away Out West	Away Out West	0	1910	\N	\N	Short,Western
The Bad Man's Christmas Gift	The Bad Man's Christmas Gift	0	1910	\N	\N	Short,Western
The Bad Man's Last Deed	The Bad Man's Last Deed	0	1910	\N	\N	Short,Western
A Rough Night on the Bridge	A Rough Night on the Bridge	0	1910	\N	\N	Comedy,Short
Baixant de la font del Gat	Baixant de la font del Gat	0	1910	\N	\N	Comedy,Short
The Bandit's Wife	The Bandit's Wife	0	1910	\N	\N	Short,Western
The Banker's Daughters	The Banker's Daughters	0	1910	\N	16	Drama,Short
The Bearded Bandit	The Bearded Bandit	0	1910	\N	\N	Short,Western
Behind the Scenes	Behind the Scenes	0	1910	\N	\N	Drama,Short
The Bewitched Boxing Gloves	The Bewitched Boxing Gloves	0	1910	\N	\N	Comedy,Short
The Blue Bird	The Blue Bird	0	1910	\N	\N	Drama,Fantasy,Short
Briton and Boer	Briton and Boer	0	1909	\N	\N	Action,Short,War
The Broken Doll	The Broken Doll	0	1910	\N	17	Drama,Short
A Broken Spell	A Broken Spell	0	1910	\N	\N	Drama,Short
Broncho Billy's Redemption	Broncho Billy's Redemption	0	1910	\N	\N	Short,Western
The Brothers	The Brothers	0	1910	\N	\N	Drama,Short
Buffalo Bill's Wild West and Pawnee Bill's Far East	Buffalo Bill's Wild West and Pawnee Bill's Far East	0	1910	\N	\N	Short
The Bully	The Bully	0	1910	\N	\N	Drama,Short
The Butterfly	The Butterfly	0	1910	\N	\N	\N
By Order of Napoleon	By Order of Napoleon	0	1910	\N	\N	\N
The Call to Arms	The Call to Arms	0	1910	\N	17	Drama,Short
The Call	The Call	0	1910	\N	11	Drama,Short
Carceleras	Carceleras	0	1910	\N	\N	Drama,Short
Carminella	Carminella	0	1910	\N	\N	Drama,Short
O Centenário da Guerra Peninsular	O Centenário da Guerra Peninsular	0	1910	\N	\N	Documentary
Chantecler Atraiçoado	Chantecler Atraiçoado	0	1910	\N	\N	Comedy,Short
The Child and the Fiddler	The Child and the Fiddler	0	1910	\N	\N	Crime,Drama,Short
A Child of the Ghetto	A Child of the Ghetto	0	1910	\N	16	Drama,Short
A Child's Faith	A Child's Faith	0	1910	\N	\N	Drama,Short
A Child's Impulse	A Child's Impulse	0	1910	\N	17	Drama,Short
A Child's Stratagem	A Child's Stratagem	0	1910	\N	17	Drama,Short
Circle C Ranch's Wedding Present	Circle C Ranch's Wedding Present	0	1910	\N	\N	Short,Western
The Clerk's Downfall	The Clerk's Downfall	0	1910	\N	\N	Crime,Drama,Short
The Cloister's Touch	The Cloister's Touch	0	1910	\N	\N	Drama,Short
The Common Enemy	The Common Enemy	0	1910	\N	\N	Drama,Short
Concurso de niños	Concurso de niños	0	1906	\N	\N	Documentary,Short
The Connecticut Yankee	The Connecticut Yankee	0	1910	\N	\N	\N
Conscience	Conscience	0	1910	\N	\N	Drama,Short
The Converts	The Converts	0	1910	\N	16	Drama,Short
Un corpus de sangre	Un corpus de sangre	0	1910	\N	13	Short
Corrida da Rampa	Corrida da Rampa	0	1910	\N	\N	Documentary
The Coster's Wedding	The Coster's Wedding	0	1910	\N	\N	Comedy,Short
The Course of True Love	The Course of True Love	0	1910	\N	\N	Drama,Short
The Courtship of Miles Standish	The Courtship of Miles Standish	0	1910	\N	\N	Drama,Romance,Short
The Cowboy and the Squaw	The Cowboy and the Squaw	0	1910	\N	\N	Short,Western
A Cowboy's Mother-in-Law	A Cowboy's Mother-in-Law	0	1910	\N	\N	Comedy,Short,Western
The Cowboy's Sweetheart	The Cowboy's Sweetheart	0	1910	\N	\N	Short,Western
A Cowboy's Vindication	A Cowboy's Vindication	0	1910	\N	\N	Short,Western
The Cowpuncher's Ward	The Cowpuncher's Ward	0	1910	\N	\N	Short,Western
Cretinetti e le donne	Cretinetti e le donne	0	1910	\N	\N	Comedy,Short
The Crime of a Grandfather	Le crime du grand-père	0	1911	\N	\N	Drama,Short
Cyclone Pete's Matrimony	Cyclone Pete's Matrimony	0	1910	\N	10	Comedy,Short
Camille	La dame aux camélias	0	1912	\N	\N	Drama,Romance
The Dancing Girl of Butte	The Dancing Girl of Butte	0	1910	\N	11	Drama,Short
Davy Crockett	Davy Crockett	0	1910	\N	\N	Adventure,Short
The Deputy's Love Affair	The Deputy's Love Affair	0	1912	\N	\N	Romance,Short,Western
Desfile histórico del centenario	Desfile histórico del centenario	0	1910	\N	\N	\N
The Desperado	The Desperado	0	1910	\N	\N	Short,Western
El diablo está en Zaragoza	El diablo está en Zaragoza	0	1910	\N	\N	Fantasy,Short
A Dixie Mother	A Dixie Mother	0	1910	\N	10	Drama,Short
Djævlesonaten	Djævlesonaten	0	1910	\N	\N	Short
Don Juan de Serrallonga	Don Juan de Serrallonga	0	1910	\N	58	Adventure,Drama
Dorian Grays Portræt	Dorian Grays Portræt	0	1910	\N	\N	Drama,Short
Dorothy and the Scarecrow in Oz	Dorothy and the Scarecrow in Oz	0	1910	\N	\N	\N
The Duke's Plan	The Duke's Plan	0	1910	\N	11	Drama,Short
The Dumb Half Breed's Defense	The Dumb Half Breed's Defense	0	1910	\N	\N	Short,Western
Den døde Rotte	Den døde Rotte	0	1910	\N	\N	Drama,Short
Døden	Døden	0	1910	\N	\N	Drama,Short
Effecting a Cure	Effecting a Cure	0	1910	\N	\N	Comedy,Short
The Electrical Vitalizer	The Electrical Vitalizer	0	1910	\N	9	Comedy,Short
Elektra	Elektra	0	1910	\N	\N	Drama,Short
Elskovsleg	Elskovsleg	0	1910	\N	\N	Short
Elverhøj	Elverhøj	0	1910	\N	\N	History,Short
Elverhøj	Elverhøj	0	1910	\N	6	History,Short
Les enfants d'Édouard	Les enfants d'Édouard	0	1914	\N	\N	Drama,Short
The Engineer's Romance	The Engineer's Romance	0	1910	\N	\N	Drama,Short
The Engineer's Daughter	The Engineer's Daughter	0	1911	\N	\N	Drama,Short
The Englishman and the Girl	The Englishman and the Girl	0	1910	\N	11	Comedy,Short
La esclusa	La esclusa	0	1910	\N	\N	Drama,Short
Examination Day at School	Examination Day at School	0	1910	\N	17	Comedy,Short
Excursión al Gombreny	Excursión al Gombreny	0	1910	\N	\N	\N
La expiación	La expiación	0	1910	\N	\N	Short
Fabricación del cemento Asland	Fabricación del cemento Asland	0	1910	\N	\N	Documentary,Short
The Face at the Window	The Face at the Window	0	1910	\N	17	Drama,Short
Faithful	Faithful	0	1910	\N	17	Drama,Short
The Farmer's Daughter	The Farmer's Daughter	0	1910	\N	\N	Comedy,Short
Una farsa de colas	Una farsa de colas	0	1910	\N	\N	Comedy,Short
A Fatal Picnic	A Fatal Picnic	0	1910	\N	\N	Comedy,Short
Faust	Faust	0	1910	\N	\N	Drama,Short
La fecha de Pepín	La fecha de Pepín	0	1910	\N	\N	Comedy,Short
The Fence on 'Bar Z' Ranch	The Fence on 'Bar Z' Ranch	0	1910	\N	\N	Short,Western
The Vow; or, Jephthah's Daughter	La fille de Jephté	0	1910	\N	\N	Drama,Short
The End of Paganini	La fin de Paganini	0	1910	\N	\N	Drama,Short
The Final Settlement	The Final Settlement	0	1910	\N	16	Drama,Short
A Flash of Light	A Flash of Light	0	1910	\N	17	Romance,Short
A Fallen Spirit	L'épée du spirite	0	1910	\N	6	Animation,Fantasy,Horror
Flores y perlas	Flores y perlas	0	1910	\N	\N	Drama,Short
The Flower of the Ranch	The Flower of the Ranch	0	1910	\N	\N	Short,Western
For Her Sister's Sake	For Her Sister's Sake	0	1910	\N	\N	Comedy,Short
The Forest Ranger	The Forest Ranger	0	1910	\N	\N	Short,Western
Frankenstein	Frankenstein	0	1910	\N	16	Fantasy,Horror,Sci-Fi
The Freezing Mixture	The Freezing Mixture	0	1910	\N	10	Comedy,Short
From Storm to Sunshine	From Storm to Sunshine	0	1910	\N	\N	Drama,Short
From Tyranny to Liberty	From Tyranny to Liberty	0	1910	\N	\N	Drama,Short
The Fugitive	The Fugitive	0	1910	\N	17	Drama,Short,War
A Gambler of the West	A Gambler of the West	0	1910	\N	\N	Short,Western
Et gensyn	Et gensyn	0	1910	\N	\N	Short
Gentleman Joe	Gentleman Joe	0	1910	\N	\N	\N
The Girl and the Fugitive	The Girl and the Fugitive	0	1910	\N	\N	Short,Western
The Girl from Arizona	The Girl from Arizona	0	1910	\N	\N	Short,Western
The Girl on Triple X	The Girl on Triple X	0	1910	\N	\N	Short,Western
Gold Is Not All	Gold Is Not All	0	1910	\N	16	Drama,Short
A Gold Necklace	A Gold Necklace	0	1910	\N	6	Comedy,Short
The Gold Seekers	The Gold Seekers	0	1910	\N	16	Drama,Short
The Golden Supper	The Golden Supper	0	1910	\N	17	Romance,Short
Great Fight at All-Sereno	Great Fight at All-Sereno	0	1910	\N	\N	Comedy,Short
Los guapos	Los guapos	0	1910	\N	\N	Short
Hamlet	Hamlet	0	1911	\N	\N	Drama
Hamlet	Hamlet	0	1910	\N	20	Drama,Short
Hamlet	Hamlet	0	1908	\N	\N	Drama,Short
Her Father's Pride	Her Father's Pride	0	1910	\N	17	Drama,Short
Her Photograph	Her Photograph	0	1910	\N	\N	Comedy,Short
Her Terrible Ordeal	Her Terrible Ordeal	0	1910	\N	10	Drama,Short
La hija del guardacostas	La hija del guardacostas	0	1910	\N	\N	Drama,Short
His Brother's Wife	His Brother's Wife	0	1910	\N	\N	\N
His Last Burglary	His Last Burglary	0	1910	\N	17	Drama,Short
His Last Dollar	His Last Dollar	0	1910	\N	\N	Comedy,Short
His Mother's Necklace	His Mother's Necklace	0	1910	\N	\N	Crime,Drama,Short
His New Lid	His New Lid	0	1910	\N	\N	Comedy,Short
His Only Daughter	His Only Daughter	0	1910	\N	\N	Drama,Short
His Sister-In-Law	His Sister-In-Law	0	1910	\N	17	Drama,Short
The Honor of His Family	The Honor of His Family	0	1910	\N	11	Drama,Short
The Hoodoo	The Hoodoo	0	1910	\N	\N	Comedy,Short
The House with Closed Shutters	The House with Closed Shutters	0	1910	\N	16	Drama,Short
The House of the Seven Gables	The House of the Seven Gables	0	1910	\N	\N	Drama,Short,Thriller
The White Slave Trade	Den hvide slavehandel	0	1910	\N	45	Drama
The Iconoclast	The Iconoclast	0	1910	\N	17	Drama,Short
The Impalement	The Impalement	0	1910	\N	16	Drama,Short
Impersonating the Policeman Lodger	Impersonating the Policeman Lodger	0	1910	\N	\N	Comedy,Short
In Life's Cycle	In Life's Cycle	0	1910	\N	17	Drama,Short
In Neighboring Kingdoms	In Neighboring Kingdoms	0	1910	\N	\N	Comedy,Short
In Old California	In Old California	0	1910	\N	17	Drama,History,Short
In the Border States	In the Border States	0	1910	\N	17	Drama,Short,War
In the Hands of the Enemy	In the Hands of the Enemy	0	1910	\N	\N	Drama,Short,War
In the Mission Shadows	In the Mission Shadows	0	1910	\N	10	Drama,Short,Western
In the Season of Buds	In the Season of Buds	0	1910	\N	17	Drama,Short
An Indian Girl's Love	An Indian Girl's Love	0	1910	\N	\N	Short,Western
An Indian Wife's Devotion	An Indian Wife's Devotion	0	1909	\N	\N	Drama,Short,Western
Inundaciones en Lérida	Inundaciones en Lérida	0	1910	\N	10	Documentary,Short
Jake's Daughter	Jake's Daughter	0	1910	\N	\N	Drama,Short
The Jewel Case	Sølvdaasen	0	1910	\N	\N	Crime,Drama,Short
John Dough and the Cherub	John Dough and the Cherub	0	1910	\N	\N	Fantasy,Short
Juggling on the Brain	Juggling on the Brain	0	1910	\N	\N	Comedy,Short
Justicias del rey Don Pedro	Justicias del rey Don Pedro	0	1910	\N	\N	Drama,Short
Kapergasten	Kapergasten	0	1910	\N	\N	Drama
A Knot in the Plot	A Knot in the Plot	0	1910	\N	\N	Short,Western
Kærlighed og selvmord	Kærlighed og selvmord	0	1911	\N	\N	Short
Copenhagen by Night	København ved Nat	0	1910	\N	\N	Short
The Lady and the Burglar	The Lady and the Burglar	0	1910	\N	\N	Drama,Short
The Land of Oz	The Land of Oz	0	1910	\N	\N	Fantasy,Short
The Last Deal	The Last Deal	0	1910	\N	11	Drama,Short
The Lesson	The Lesson	0	1910	\N	17	Drama,Short
The Life of Moses	The Life of Moses	0	1909	\N	50	Biography,Drama,Family
Little Angels of Luck	Little Angels of Luck	0	1910	\N	17	Drama,Short
The Little Orphan	The Little Orphan	0	1910	\N	\N	Drama,Short
The Little Prospector	The Little Prospector	0	1910	\N	\N	Short,Western
Llegada del marqués de Polavieja a Veracruz	Llegada del marqués de Polavieja a Veracruz	0	1910	\N	\N	Documentary,Short
The Long Trail	The Long Trail	0	1910	\N	\N	Short,Western
Lord Blend's Love Story	Lord Blend's Love Story	0	1910	\N	\N	Drama,Short
Love Among the Roses	Love Among the Roses	0	1910	\N	16	Romance,Short
Love of Chrysanthemum	Love of Chrysanthemum	0	1910	\N	\N	Drama,Short
Love's C. Q. D.	Love's C. Q. D.	0	1910	\N	10	Romance,Short,Western
Lucha fratricida o Nobleza aragonesa	Lucha fratricida o Nobleza aragonesa	0	1910	\N	\N	Drama,Short
La lucha por la divisa	La lucha por la divisa	0	1910	\N	34	Short
Luck of Roaring Camp	Luck of Roaring Camp	0	1910	\N	\N	Short,Western
A Lucky Toothache	A Lucky Toothache	0	1910	\N	\N	Comedy,Short
Macbeth	Macbeth	0	1909	\N	\N	Drama,Short
A Mad Infatuation	A Mad Infatuation	0	1910	\N	\N	Drama,Short
Madre mía	Madre mía	0	1910	\N	12	Short
The Maid of Niagara	The Maid of Niagara	0	1910	\N	\N	Drama,Short
The Man	The Man	0	1910	\N	16	Drama,Short
Mannequins	Mannequins	0	1913	\N	28	Drama,Short
La manta del caballo	La manta del caballo	0	1910	\N	\N	Short
The Fairy Bookseller	Le marchand d'images	0	1910	\N	\N	Fantasy,Short
The Marked Time-Table	The Marked Time-Table	0	1910	\N	17	Drama,Short
The Marked Trail	The Marked Trail	0	1910	\N	\N	Short,Western
The Masher	The Masher	0	1910	\N	\N	Comedy,Short
May and December	May and December	0	1910	\N	7	Comedy,Romance,Short
Mazeppa, or the Wild Horse of Tartary	Mazeppa, or the Wild Horse of Tartary	0	1910	\N	\N	Drama,Short
Mellem pligt og kærlighed	Mellem pligt og kærlighed	0	1910	\N	\N	Short
Et menneskeliv	Et menneskeliv	0	1910	\N	\N	Short
Il mercante di Venezia	Il mercante di Venezia	0	1911	\N	19	Drama,Short
The Message of the Violin	The Message of the Violin	0	1910	\N	17	Drama,Short
Messaline	Messaline	0	1910	\N	\N	Short
The Mexican's Faith	The Mexican's Faith	0	1910	\N	\N	Short,Western
Michael Strogoff	Michael Strogoff	0	1910	\N	\N	Drama,Short
A Midnight Cupid	A Midnight Cupid	0	1910	\N	17	Comedy,Short
Os Milagres de Nossa Senhora da Penha	Os Milagres de Nossa Senhora da Penha	0	1910	\N	\N	Musical,Short
The Cowboy Millionaire	The Cowboy Millionaire	0	1909	\N	\N	Short,Western
The Millionaire and the Ranch Girl	The Millionaire and the Ranch Girl	0	1910	\N	\N	Short,Western
The Miser's Child	The Miser's Child	0	1910	\N	\N	Drama,Short
The Missing Bridegroom	The Missing Bridegroom	0	1910	\N	\N	Drama,Short
The Mistaken Bandit	The Mistaken Bandit	0	1910	\N	\N	Short,Western
The Modern Prodigal	The Modern Prodigal	0	1910	\N	17	Drama,Short
A Mohawk's Way	A Mohawk's Way	0	1910	\N	17	Drama,Short
Montblanc la serra	Montblanc la serra	0	1910	\N	6	Short
El moscardón	El moscardón	0	1910	\N	8	Short
A Mother's Devotion; or, The Firing of the Patchwork Quilt	A Mother's Devotion; or, The Firing of the Patchwork Quilt	0	1912	\N	7	Short
A Moving Picture Rehearsal	A Moving Picture Rehearsal	0	1910	\N	\N	Comedy,Short
Muggsy Becomes a Hero	Muggsy Becomes a Hero	0	1910	\N	8	Comedy,Short
Muggsy's First Sweetheart	Muggsy's First Sweetheart	0	1910	\N	16	Comedy,Short
Never Again	Never Again	0	1910	\N	\N	Comedy,Short
The New Magdalen	The New Magdalen	0	1910	\N	\N	Short
The New Stenographer	The New Stenographer	0	1911	\N	10	Comedy,Short
The Newlyweds	The Newlyweds	0	1910	\N	16	Comedy,Short
A Night in May	Maiskaya noch, ili utoplennitsa	0	1910	\N	\N	Drama
Not So Bad as It Seemed	Not So Bad as It Seemed	0	1910	\N	\N	Comedy,Short
The Oath and the Man	The Oath and the Man	0	1910	\N	17	Drama,Short
Jarní sen starého mládence	Jarní sen starého mládence	0	1913	\N	\N	Comedy
The Old Hat	The Old Hat	0	1910	\N	\N	Comedy,Short
The Old Soldier	The Old Soldier	0	1910	\N	\N	Crime,Drama,Short
An Old Story with a New Ending	An Old Story with a New Ending	0	1910	\N	\N	Comedy,Short
On the Reef	On the Reef	0	1910	\N	11	Drama,Short
One Night, and Then --	One Night, and Then --	0	1910	\N	11	Drama,Short
Ononko's Vow	Ononko's Vow	0	1910	\N	\N	Drama,Short
Orientalsk dans	Orientalsk dans	0	1910	\N	\N	\N
Our Darling	Our Darling	0	1910	\N	\N	Short
The Outlaw's Sacrifice	The Outlaw's Sacrifice	0	1910	\N	\N	Short,Western
Over Silent Paths	Over Silent Paths	0	1910	\N	16	Drama,Short,Western
The Padre's Secret	The Padre's Secret	0	1910	\N	10	Drama,Short,Western
Paganini	Paganini	0	1911	\N	\N	\N
Pals of the Range	Pals of the Range	0	1910	\N	\N	Short,Western
Para domar la suegra	Para domar la suegra	0	1910	\N	9	Comedy,Short
Parada militar en el paseo	Parada militar en el paseo	0	1910	\N	\N	Documentary,Short
Patricia of the Plains	Patricia of the Plains	0	1910	\N	\N	Short,Western
Peder Tordenskjold	Peder Tordenskjold	0	1910	\N	\N	\N
A Pesca do Bacalhau	A Pesca do Bacalhau	0	1910	\N	\N	Documentary
The Phoenix	The Phoenix	0	1910	\N	\N	Drama,Short
The Picture Thieves	The Picture Thieves	0	1910	\N	\N	Crime,Drama,Short
A Plain Song	A Plain Song	0	1910	\N	17	Drama,Short
The Plans of the Fortress	The Plans of the Fortress	0	1910	\N	\N	Drama,Short,War
El pobre Valbuena	El pobre Valbuena	0	1910	\N	\N	\N
The Pony Express Rider	The Pony Express Rider	0	1910	\N	\N	Short,Western
Un portero modelo	Un portero modelo	0	1910	\N	\N	\N
Pride of the Range	Pride of the Range	0	1910	\N	\N	Short,Western
The Princess and the Peasant	The Princess and the Peasant	0	1910	\N	\N	Drama,Short
The Purgation	The Purgation	0	1910	\N	16	Drama,Short
Rainha Depois de Morta Inês de Castro	Rainha Depois de Morta Inês de Castro	0	1910	\N	\N	Drama,History
Ramona	Ramona	0	1910	\N	17	Drama,Romance,Short
The Ranch Girl's Legacy	The Ranch Girl's Legacy	0	1910	\N	\N	Short,Western
Ranch Life in the Great Southwest	Ranch Life in the Great Southwest	0	1910	\N	\N	Documentary,Short,Western
The Ranchman's Feud	The Ranchman's Feud	0	1910	\N	\N	Short,Western
The Range Riders	The Range Riders	0	1910	\N	\N	Short,Thriller,Western
The Ranger's Bride	The Ranger's Bride	0	1910	\N	\N	Comedy,Short,Western
Re Lear	Re Lear	0	1910	\N	\N	Drama,Short
Re Lear	Re Lear	0	1910	\N	16	Drama,Short
A Record Hustle Through Foggy London	A Record Hustle Through Foggy London	0	1910	\N	\N	\N
Regina von Emmeritz och konung Gustaf II Adolf	Regina von Emmeritz och konung Gustaf II Adolf	0	1910	\N	44	Drama,Short
En rekrut fra 64	En rekrut fra 64	0	1910	\N	\N	Drama,War
Revolução de 5 de Outubro	Revolução de 5 de Outubro	0	1910	\N	\N	Documentary
Ribera del Llobregat	Ribera del Llobregat	0	1910	\N	13	Documentary,Short
A Rich Revenge	A Rich Revenge	0	1910	\N	16	Comedy,Short
The Rocky Road	The Rocky Road	0	1910	\N	11	Drama,Short
Le roi des parfums	Le roi des parfums	0	1910	\N	\N	\N
A Romance of the Western Hills	A Romance of the Western Hills	0	1910	\N	16	Romance,Short,Western
Rose o' Salem Town	Rose o' Salem Town	0	1910	\N	17	Drama,Short
A Sailor's Sacrifice	A Sailor's Sacrifice	0	1910	\N	\N	Drama,Short
A Salutary Lesson	A Salutary Lesson	0	1910	\N	16	Drama,Short
The Seal of the Church	The Seal of the Church	0	1910	\N	10	Drama,Short,Western
Segunda carrera automovilista 'Peña-Rhin' (Mataró-Argentona)	Segunda carrera automovilista 'Peña-Rhin' (Mataró-Argentona)	0	1910	\N	12	Short
Serious Sixteen	Serious Sixteen	0	1910	\N	9	Comedy,Short
The Sheriff's Sacrifice	The Sheriff's Sacrifice	0	1910	\N	\N	Short,Western
The Silent Message	The Silent Message	0	1910	\N	\N	Short,Western
Simple Charity	Simple Charity	0	1910	\N	17	Drama,Short
Sisters	Sisters	0	1910	\N	\N	Drama,Short
The Son of the Executioner	Skarpretterens Søn	0	1911	\N	\N	Drama,Short
The Smoker	The Smoker	0	1910	\N	\N	Comedy,Short
The Song of the Wildwood Flute	The Song of the Wildwood Flute	0	1910	\N	17	Drama,Short
The Sorrows of the Unfaithful	The Sorrows of the Unfaithful	0	1910	\N	17	Drama,Short
The Stricken Home	The Stricken Home	0	1910	\N	\N	Drama,Short
The Suffragettes and the Hobble Skirt	The Suffragettes and the Hobble Skirt	0	1910	\N	\N	Comedy,Short
A Summer Flirtation	A Summer Flirtation	0	1910	\N	\N	Comedy,Romance,Short
A Summer Idyll	A Summer Idyll	0	1910	\N	17	Romance,Short
A Summer Tragedy	A Summer Tragedy	0	1910	\N	\N	Comedy,Short
Sunshine Sue	Sunshine Sue	0	1910	\N	17	Drama,Short
Take Me Out to the Ball Game	Take Me Out to the Ball Game	0	1910	\N	\N	Comedy,Short
Taming Wild Animals	Taming Wild Animals	0	1910	\N	\N	Action,Adventure,Drama
Taming a Husband	Taming a Husband	0	1910	\N	16	Comedy,Short
Teatro de la naturaleza en Sabadell	Teatro de la naturaleza en Sabadell	0	1910	\N	10	Short
The Tenderfoot Messenger	The Tenderfoot Messenger	0	1910	\N	\N	Short,Western
The Tenderfoot's Triumph	The Tenderfoot's Triumph	0	1910	\N	\N	Short,Western
That Chink at Golden Gulch	That Chink at Golden Gulch	0	1910	\N	17	Short,Western
Thou Shalt Not	Thou Shalt Not	0	1910	\N	16	Drama,Short
The Thread of Destiny	The Thread of Destiny	0	1910	\N	16	Romance,Short
Through Fire to Fortune	Through Fire to Fortune	0	1911	\N	\N	Adventure,Drama,Short
Tommy Gets His Sister Married	Tommy Gets His Sister Married	0	1910	\N	\N	Comedy,Short
The Tout's Remembrance	The Tout's Remembrance	0	1910	\N	\N	Drama,Short
A Tragedy of the Olden Times	A Tragedy of the Olden Times	0	1911	\N	\N	Crime,Drama,Short
Le tragique amour de Mona Lisa	Le tragique amour de Mona Lisa	0	1912	\N	\N	Drama,Short
Trail to the West	Trail to the West	0	1910	\N	\N	\N
A Woman's Treachery	A Woman's Treachery	0	1910	\N	\N	Crime,Drama,Short
Trimming of Paradise Gulch	Trimming of Paradise Gulch	0	1910	\N	\N	Short,Western
True to His Duty	True to His Duty	0	1910	\N	\N	Drama,Short
The Truth Will Out	The Truth Will Out	0	1910	\N	\N	Crime,Drama,Short
The Twisted Trail	The Twisted Trail	0	1910	\N	16	Drama,Short
The Two Brothers	The Two Brothers	0	1910	\N	17	Romance,Short,Western
The Two Fathers	The Two Fathers	0	1911	\N	\N	Drama,Family,Short
Two Little Waifs	Two Little Waifs	0	1910	\N	17	Drama,Short
The Unchanging Sea	The Unchanging Sea	0	1910	\N	14	Drama,Short
Uncle Tom's Cabin	Uncle Tom's Cabin	0	1910	\N	\N	Drama,Short
Under Western Skies	Under Western Skies	0	1910	\N	\N	Short,Western
Unexpected Help	Unexpected Help	0	1910	\N	16	Drama,Short
The Unknown Claim	The Unknown Claim	0	1910	\N	\N	Short,Western
Up San Juan Hill	Up San Juan Hill	0	1909	\N	\N	Action,Drama,Short
Up a Tree	Up a Tree	0	1910	\N	\N	Comedy,Short
The Usurer	The Usurer	0	1910	\N	17	Drama,Short
Valdemar Sejr	Valdemar Sejr	0	1910	\N	\N	Drama,History
The Vampire	The Vampire	0	1910	\N	\N	Drama,Short
